PC1,PC2
1.82,0.55
1.91,0.98
1.96,1.12
1.98,1.09
2.00,1.06
1.97,0.63
2.02,0.83
2.06,0.89
2.02,0.46
2.11,0.88
2.15,0.98
2.15,0.78
2.24,1.28
2.22,0.95
2.26,1.05
2.28,0.95
2.24,0.52
2.31,0.81
2.35,0.93
2.31,0.48
2.40,0.89
2.38,0.59
2.43,0.71
2.53,1.29
2.49,0.81
2.53,0.93
2.56,0.93
2.53,0.56
-2.73,-1.90
-2.69,-1.83
-2.63,-1.58
-2.57,-1.37
-2.54,-1.30
-2.49,-1.11
-2.46,-1.09
-2.42,-1.02
-2.37,-0.88
-2.37,-1.00
-2.32,-0.83
-2.29,-0.84
-2.29,-1.00
-2.24,-0.82
-2.23,-0.94
-2.19,-0.84
-2.18,-0.94
-2.16,-1.05
-2.12,-0.89
-2.08,-0.83
-2.08,-1.02
-2.04,-0.90
-2.03,-1.04
-2.00,-1.02
-1.96,-0.96
-1.97,-1.21
-1.90,-0.88
-1.88,-0.90
-1.87,-1.05
-1.83,-0.95
-1.80,-0.90
-1.77,-0.89
-1.77,-1.08
-1.72,-0.91
-1.71,-1.05
-1.67,-0.94
-1.66,-1.06
-1.62,-0.96
-1.58,-0.92
-1.57,-1.00
-1.54,-0.98
-1.50,-0.89
-1.49,-1.03
-1.46,-0.97
-1.42,-0.89
-1.41,-0.98
-1.38,-0.95
-1.37,-1.06
-1.32,-0.96
-1.30,-0.96
-1.31,-1.19
-1.25,-1.00
-1.22,-0.99
-1.22,-1.18
-1.18,-1.07
-1.14,-0.98
-1.11,-0.98
-1.08,-0.95
-1.09,-1.19
-1.05,-1.11
-1.01,-0.98
-1.00,-1.12
-0.98,-1.16
-0.93,-0.99
-0.90,-0.99
-0.90,-1.13
-0.87,-1.16
-0.85,-1.19
-0.80,-1.02
-0.79,-1.14
-0.78,-1.21
-0.73,-1.03
-0.71,-1.13
-0.66,-0.97
-0.64,-1.02
-0.64,-1.20
-0.60,-1.10
-0.60,-1.23
-0.55,-1.13
-0.52,-1.11
-0.53,-1.29
-0.47,-1.09
-0.44,-1.05
-0.43,-1.19
-0.39,-1.08
-0.39,-1.25
-0.35,-1.15
-0.33,-1.22
-0.32,-1.36
-0.27,-1.15
-0.23,-1.12
-0.23,-1.26
-0.19,-1.14
-0.16,-1.12
-0.14,-1.20
-0.13,-1.32
-0.11,-1.32
-0.06,-1.17
-0.03,-1.13
-0.01,-1.22
0.02,-1.18
0.06,-1.11
0.07,-1.22
0.11,-1.09
0.11,-1.29
0.13,-1.31
0.18,-1.22
0.20,-1.24
0.22,-1.29
0.26,-1.19
0.25,-1.43
0.31,-1.21
0.34,-1.14
0.33,-1.43
0.39,-1.14
0.40,-1.26
0.44,-1.23
0.46,-1.27
0.47,-1.35
0.52,-1.24
0.54,-1.25
0.56,-1.30
0.59,-1.26
0.59,-1.42
0.62,-1.39
0.66,-1.30
0.66,-1.51
0.72,-1.28
0.76,-1.20
0.77,-1.36
0.78,-1.40
0.83,-1.24
0.85,-1.32
0.86,-1.44
0.88,-1.47
0.92,-1.36
0.96,-1.25
0.97,-1.38
1.00,-1.38
1.04,-1.25
1.05,-1.37
1.09,-1.27
1.10,-1.40
1.13,-1.37
1.17,-1.25
1.18,-1.42
1.21,-1.35
1.24,-1.32
1.25,-1.48
1.29,-1.38
1.33,-1.31
1.34,-1.40
1.36,-1.39
1.37,-1.50
1.41,-1.45
1.46,-1.29
1.46,-1.45
1.49,-1.45
1.53,-1.32
1.54,-1.41
1.58,-1.40
1.58,-1.55
1.62,-1.45
1.65,-1.43
1.66,-1.56
1.67,-1.64
1.73,-1.42
1.74,-1.55
1.77,-1.53
1.82,-1.36
1.83,-1.46
1.87,-1.36
1.88,-1.50
1.91,-1.41
1.94,-1.41
1.94,-1.63
1.98,-1.49
2.01,-1.47
2.03,-1.54
2.07,-1.46
2.07,-1.61
2.11,-1.55
2.14,-1.47
2.13,-1.76
2.18,-1.59
2.23,-1.42
2.24,-1.52
-2.75,-2.04
-2.72,-2.05
-2.63,-1.57
-2.55,-1.22
-2.53,-1.22
-2.41,-0.55
-2.37,-0.49
-2.31,-0.20
-2.22,0.23
-2.16,0.43
-2.15,0.32
-2.11,0.43
-2.14,0.05
-2.08,0.28
-2.10,-0.01
-2.04,0.22
-1.98,0.44
-1.98,0.29
-1.92,0.49
-1.89,0.53
-1.86,0.55
-1.87,0.32
-1.86,0.13
-1.79,0.47
-1.75,0.52
-1.76,0.34
-1.71,0.42
-1.66,0.63
-1.64,0.60
-1.61,0.64
-1.58,0.64
-1.61,0.26
-1.56,0.41
-1.50,0.64
-1.50,0.43
-1.44,0.65
-1.44,0.47
-1.39,0.63
-1.39,0.41
-1.39,0.24
-1.31,0.62
-1.28,0.65
-1.34,0.08
-1.25,0.49
-1.21,0.62
-1.23,0.23
-1.18,0.46
-1.23,-0.11
-1.11,0.58
-1.07,0.62
-1.11,0.22
-1.04,0.46
-1.00,0.61
-1.03,0.15
-0.99,0.28
-0.92,0.58
-0.90,0.55
-0.87,0.55
-0.90,0.18
-0.82,0.54
-0.79,0.56
-0.79,0.39
-0.74,0.54
-0.71,0.55
-0.71,0.38
-0.67,0.53
-0.67,0.31
-0.63,0.36
-0.58,0.55
-0.58,0.36
-0.53,0.53
-0.51,0.54
-0.56,-0.06
-0.45,0.53
-0.43,0.51
-0.40,0.50
-0.38,0.48
-0.41,0.12
-0.35,0.30
-0.30,0.49
-0.28,0.45
-0.25,0.47
-0.22,0.49
-0.25,0.10
-0.18,0.36
-0.22,-0.08
-0.21,-0.18
-0.09,0.46
-0.09,0.26
-0.04,0.43
-0.01,0.46
0.01,0.42
0.01,0.28
0.06,0.44
0.07,0.26
0.11,0.42
0.07,-0.06
0.12,0.11
0.20,0.43
0.20,0.27
0.25,0.43
0.28,0.44
0.24,0.01
0.30,0.24
0.26,-0.23
0.33,0.09
0.38,0.25
0.36,-0.12
0.43,0.22
0.48,0.41
0.47,0.15
0.51,0.26
0.56,0.40
0.58,0.37
0.59,0.22
0.60,0.16
0.61,0.02
0.69,0.36
0.65,-0.05
0.74,0.34
0.77,0.36
0.77,0.20
0.82,0.35
0.79,-0.02
0.82,0.02
0.89,0.35
0.85,-0.15
0.95,0.33
0.97,0.32
0.94,-0.14
0.98,0.01
1.05,0.33
1.07,0.28
1.11,0.31
1.08,-0.06
1.11,-0.04
1.18,0.31
1.20,0.25
1.16,-0.24
1.26,0.30
1.26,0.06
1.31,0.27
1.27,-0.18
1.32,-0.02
1.39,0.29
1.36,-0.13
1.41,0.07
1.47,0.28
1.44,-0.10
1.46,-0.18
1.55,0.26
1.52,-0.10
1.60,0.26
1.56,-0.17
1.64,0.23
1.67,0.25
1.63,-0.28
1.72,0.19
1.75,0.20
1.72,-0.18
1.76,-0.07
1.77,-0.19
1.81,-0.08
1.84,-0.09
1.87,-0.03
1.92,0.14
1.96,0.18
1.98,0.14
2.01,0.17
2.03,0.18
2.01,-0.22
2.09,0.17
2.09,-0.01
2.14,0.16
2.17,0.18
2.16,-0.08
2.21,0.16
2.24,0.17
2.21,-0.26
2.29,0.13
2.29,-0.04
2.34,0.10
2.37,0.11
2.34,-0.24
2.42,0.11
2.45,0.12
2.40,-0.37
